target,alt_target,ra,dec,tmag,priority,duration,comments
TIC 249046506.0,9118748010996,272.5008163297962,-26.722789862094697,11.888726,4,2,"P=8.15h, Amp=1.40mag, CVprob=0.98, Bulge"
TIC 1609361711.0,9036822008119,271.9737471881204,-25.83331143224094,16.051781,4,2,"P=0.24h, Amp=1.19mag, CVprob=0.98, Bulge"
TIC 405068648.0,8856619004875,273.8597542052896,-24.04962989487901,11.79755,4,2,"P=1.55h, Amp=1.98mag, CVprob=0.98, Bulge"
TIC 443979987.0,9192468012132,271.8081759569336,-27.48238273641029,11.649584,4,2,"P=23.08h, Amp=2.05mag, CVprob=0.98, Bulge"
TIC 196392618.0,9237509004141,270.4607205459498,-27.89781496788518,13.38216,4,2,"P=23.09h, Amp=1.59mag, CVprob=0.98, Bulge"
TIC 1609623736.0,9028638006040,272.6666588621692,-25.77139742436245,15.854483,4,2,"P=11.94h, Amp=1.21mag, CVprob=0.98, Bulge"
TIC 1603383846.0,9368580038957,270.3709356074228,-29.25342762457741,15.148527,4,2,"P=3.19h, Amp=1.92mag, CVprob=0.98, Bulge"
TIC 406987894.0,9196556000160,271.0737156122532,-27.501859809268304,13.177633,4,2,"P=6.07h, Amp=1.49mag, CVprob=0.98, Bulge"
TIC 407369435.0,9114638009464,271.255809734827,-26.66150120809252,11.643253,4,2,"P=23.08h, Amp=1.89mag, CVprob=0.98, Bulge"
TIC 406310973.0,9253898006177,270.8683567463345,-28.068268289386516,11.671513,4,2,"P=15.90h, Amp=1.91mag, CVprob=0.98, Bulge"
TIC 1603637995.0,9327625001685,270.7779023312697,-28.834597847144508,13.860588,4,2,"P=5.99h, Amp=1.34mag, CVprob=0.98, Bulge"
TIC 1609558966.0,9004053002085,271.8818003269716,-25.51349150861631,11.866348,4,2,"P=7.99h, Amp=1.88mag, CVprob=0.98, Bulge"
TIC 1605635404.0,9147412012152,271.7443237905592,-26.96780135600467,16.052452000000002,4,2,"P=6.07h, Amp=1.31mag, CVprob=0.98, Bulge"
TIC 249341809.0,9073695008138,272.74910203766115,-26.221017926321693,13.447157,4,2,"P=11.94h, Amp=1.70mag, CVprob=0.98, Bulge"
TIC 268246191.0,8930342005815,273.3868878773711,-24.776300325551063,11.6412115,4,2,"P=3.74h, Amp=2.63mag, CVprob=0.98, Bulge"
TIC 196392370.0,9237509010121,270.438305285623,-27.879220776420023,11.799052,4,2,"P=22.42h, Amp=1.92mag, CVprob=0.98, Bulge"
TIC 196393276.0,9237509003585,270.4401150122918,-27.944239582812784,11.202673,4,2,"P=23.30h, Amp=2.79mag, CVprob=0.98, Bulge"
TIC 1605759802.0,9135128000296,272.12891415641224,-26.84707327549404,13.892842,4,2,"P=4.79h, Amp=1.09mag, CVprob=0.98, Bulge"
TIC 1608775815.0,9036833003946,272.9345532150614,-25.82982306875026,15.51407,4,2,"P=4.41h, Amp=1.28mag, CVprob=0.98, Bulge"
TIC 1609558966.0,9004053002085,271.8818003269716,-25.51349150861631,11.866348,4,2,"P=3.38h, Amp=1.88mag, CVprob=0.98, Bulge"
TIC 1603512331.0,9360393008293,270.80236340083843,-29.2084734603146,16.648472,4,2,"P=26.73h, Amp=1.17mag, CVprob=0.98, Bulge"
TIC 1609059230.0,9085973002096,271.87520774391885,-26.38729828653273,14.187037,4,2,"P=11.94h, Amp=2.00mag, CVprob=0.98, Bulge"
TIC 248412579.0,9196565009739,271.87440876237446,-27.502669253668557,11.152617,4,2,"P=23.08h, Amp=2.31mag, CVprob=0.98, Bulge"
TIC 407809805.0,9303055000409,271.3190151817546,-28.567928739053205,11.7378435,4,2,"P=15.90h, Amp=1.71mag, CVprob=0.98, Bulge"
TIC 1631321171.0,8655919002361,274.13406758765143,-22.046842390544384,15.5770645,4,2,"P=8.00h, Amp=2.41mag, CVprob=0.98, Bulge"
TIC 248584414.0,9139224001362,272.0721351855227,-26.90321896465366,11.722625,4,2,"P=8.29h, Amp=1.83mag, CVprob=0.98, Bulge"
TIC 1611857599.0,8913954005397,273.03046995243426,-24.60854922308981,15.45179,4,2,"P=0.24h, Amp=2.44mag, CVprob=0.98, Bulge"
TIC 248761604.0,8999960001163,272.13765605259056,-25.488570478365705,13.727622,4,2,"P=11.94h, Amp=1.74mag, CVprob=0.98, Bulge"
TIC 378130319.0,8905769000801,273.6485828869696,-24.54952819069401,12.495586,4,2,"P=9.50h, Amp=2.00mag, CVprob=0.98, Bulge"
TIC 407370726.0,9106446003919,271.2468474162764,-26.567788392374528,11.31548,4,2,"P=23.16h, Amp=2.81mag, CVprob=0.98, Bulge"
TIC 196393276.0,9237509003585,270.4401150122918,-27.944239582812784,11.202673,4,2,"P=23.30h, Amp=2.79mag, CVprob=0.98, Bulge"
TIC 196545886.0,9249798005122,270.5414278177459,-28.03200088060927,12.018362,4,2,"P=0.24h, Amp=1.37mag, CVprob=0.98, Bulge"
TIC 378128666.0,8918058005885,273.65829671961563,-24.66624578950308,11.875929,4,2,"P=9.10h, Amp=1.77mag, CVprob=0.98, Bulge"
TIC 408073010.0,9208848000762,271.4635201096865,-27.64316176504804,11.949106,4,2,"P=4.79h, Amp=1.38mag, CVprob=0.98, Bulge"
TIC 1438949655.0,9364478007503,269.84660583269607,-29.229039451685,15.207906,4,2,"P=4.77h, Amp=1.85mag, CVprob=0.98, Bulge"
TIC 378246350.0,8926250004222,273.7065447531737,-24.755129984345725,11.678579,4,2,"P=3.44h, Amp=2.68mag, CVprob=0.98, Bulge"
TIC 378243895.0,8909867006299,273.77520950983813,-24.55024568678797,11.698636,4,2,"P=15.75h, Amp=2.43mag, CVprob=0.98, Bulge"
TIC 1604522815.0,9282576003826,271.46958245783225,-28.355653201544104,13.671363,4,2,"P=0.24h, Amp=1.01mag, CVprob=0.98, Bulge"
TIC 249052893.0,9069596030155,272.4757372416876,-26.19643352949335,11.662437,4,2,"P=5.11h, Amp=1.55mag, CVprob=0.98, Bulge"
TIC 407715294.0,9155599000851,271.33352660354547,-27.047357328112238,13.539425,4,2,"P=6.07h, Amp=1.65mag, CVprob=0.98, Bulge"
TIC 443933657.0,9131028009258,271.77204157297723,-26.843767583160552,11.733605,4,2,"P=23.09h, Amp=1.80mag, CVprob=0.98, Bulge"
TIC 407367839.0,9126926000951,271.25187609701266,-26.77736186529541,13.536033,4,2,"P=23.09h, Amp=1.71mag, CVprob=0.98, Bulge"
TIC 1609169485.0,9057310001067,272.64349142368576,-26.094698946614454,15.217178,4,2,"P=43.24h, Amp=1.02mag, CVprob=0.98, Bulge"
TIC 1608762841.0,9049121007697,272.89048514451923,-25.959053598477716,11.706644,4,2,"P=3.18h, Amp=1.80mag, CVprob=0.98, Bulge"
TIC 443744116.0,9192466011674,271.605999845523,-27.44637848387449,11.479864,4,2,"P=23.15h, Amp=1.93mag, CVprob=0.98, Bulge"
TIC 1631017308.0,8623156014448,274.5933847859937,-21.73467937257253,15.404116,4,2,"P=8.00h, Amp=2.34mag, CVprob=0.98, Bulge"
TIC 1605128616.0,9188369000295,271.45055459380944,-27.40564421385239,15.116837,4,2,"P=6.08h, Amp=1.28mag, CVprob=0.98, Bulge"
TIC 1611806183.0,8930338006584,273.0523007737541,-24.79135268324604,15.995731,4,2,"P=9.50h, Amp=2.06mag, CVprob=0.98, Bulge"
TIC 1603741483.0,9307148008650,271.09169702876954,-28.60254944800175,11.642023,4,2,"P=7.96h, Amp=1.22mag, CVprob=0.98, Bulge"
TIC 249451207.0,9049120008490,272.8151124508294,-25.96170477074824,11.144983,4,2,"P=5.11h, Amp=1.93mag, CVprob=0.98, Bulge"
TIC 1604150015.0,9253895007193,270.6049011773091,-28.09334156208442,15.55175,4,2,"P=2.55h, Amp=0.79mag, CVprob=0.98, Bulge"
TIC 1605297169.0,9192471000483,272.0454762606568,-27.469233713026867,14.545855,4,2,"P=4.79h, Amp=1.06mag, CVprob=0.98, Bulge"
TIC 407715581.0,9155599000690,271.32214136259046,-27.06791958581292,13.358002,4,2,"P=4.79h, Amp=1.54mag, CVprob=0.98, Bulge"
TIC 443978082.0,9184276007480,271.8069069616457,-27.34219999730291,11.472324,4,2,"P=23.15h, Amp=2.08mag, CVprob=0.98, Bulge"
TIC 1438807877.0,9425919001908,269.9178024021512,-29.86003981811626,14.000664,4,2,"P=4.77h, Amp=2.26mag, CVprob=0.98, Bulge"
TIC 406470344.0,9315338005988,270.9364937176591,-28.72153409892439,11.313345,4,2,"P=23.39h, Amp=2.18mag, CVprob=0.98, Bulge"
TIC 249366085.0,8987679000424,272.739732715614,-25.35800648173913,13.68479,4,2,"P=11.94h, Amp=1.88mag, CVprob=0.98, Bulge"
TIC 377461792.0,9053217026827,272.9656689677089,-26.02442783944518,11.648716,4,2,"P=1.94h, Amp=1.81mag, CVprob=0.98, Bulge"
TIC 378128923.0,8918058028995,273.6599257635996,-24.65508210853997,11.707728,4,2,"P=15.75h, Amp=2.48mag, CVprob=0.98, Bulge"
TIC 248537628.0,8983575003315,272.0141327597787,-25.33088712184181,11.55751,4,2,"P=13.05h, Amp=2.14mag, CVprob=0.98, Bulge"
TIC 136154718.0,9376762004555,269.4877982183574,-29.32820828267671,11.784195,4,2,"P=3.52h, Amp=2.79mag, CVprob=0.98, Bulge"
TIC 261609155.0,9446393007038,269.42856017979585,-30.05208150014513,11.545533,4,2,"P=3.19h, Amp=2.37mag, CVprob=0.98, Bulge"
TIC 405771403.0,9356295001459,270.65499622600345,-29.110766350359736,13.127707,4,2,"P=0.24h, Amp=1.46mag, CVprob=0.98, Bulge"
TIC 249053141.0,9069596031190,272.4882059673824,-26.17544532202256,11.390335,4,2,"P=5.11h, Amp=2.29mag, CVprob=0.98, Bulge"
TIC 378126297.0,8930345006417,273.6681191334706,-24.776853294469568,11.667417,4,2,"P=15.75h, Amp=2.87mag, CVprob=0.98, Bulge"
TIC 248714468.0,9180185007505,272.1951707100477,-27.33892651020191,11.674742,4,2,"P=23.23h, Amp=1.60mag, CVprob=0.98, Bulge"
TIC 408063593.0,9163794001460,271.54897564218527,-27.1504645453379,13.880282,4,2,"P=6.07h, Amp=1.11mag, CVprob=0.98, Bulge"
TIC 1603999054.0,9303048008085,270.72941700493493,-28.58885585429144,15.99947,4,2,"P=7.96h, Amp=1.33mag, CVprob=0.98, Bulge"
TIC 136900776.0,9356283033186,269.61104321891924,-29.168038846172657,11.782795,4,2,"P=3.52h, Amp=2.27mag, CVprob=0.98, Bulge"
TIC 1603519668.0,9356296001358,270.7397233779874,-29.125774867365863,15.102582,4,2,"P=0.24h, Amp=1.37mag, CVprob=0.98, Bulge"
TIC 1609301378.0,9061397003992,271.86934728093826,-26.111374898910224,15.716759,4,2,"P=11.94h, Amp=1.53mag, CVprob=0.98, Bulge"
TIC 248885817.0,9167897002769,272.2500898825317,-27.18964075707466,11.5183325,4,2,"P=23.32h, Amp=1.73mag, CVprob=0.98, Bulge"
TIC 248715900.0,9171993008360,272.2279786329228,-27.22602086359624,11.494086,4,2,"P=23.09h, Amp=1.85mag, CVprob=0.98, Bulge"
TIC 248589716.0,9180184000382,272.0843543974965,-27.33018088577566,11.650779,4,2,"P=23.08h, Amp=1.68mag, CVprob=0.98, Bulge"
TIC 1603741343.0,9307148002547,271.0927562031794,-28.60226833489644,11.6911745,4,2,"P=7.96h, Amp=1.74mag, CVprob=0.98, Bulge"
TIC 1605854980.0,9204747005933,270.99163162752336,-27.57174155655754,14.91092,4,2,"P=8.19h, Amp=1.47mag, CVprob=0.98, Bulge"
TIC 1603835517.0,9278476000432,271.0686718049481,-28.349867735127013,14.616969,4,2,"P=0.24h, Amp=1.30mag, CVprob=0.98, Bulge"
TIC 1605715217.0,9131034000495,272.2846962714842,-26.80479368572644,14.996733,4,2,"P=6.07h, Amp=1.14mag, CVprob=0.98, Bulge"
TIC 248589876.0,9180184007704,272.09310401801264,-27.34273776372831,11.590977,4,2,"P=23.08h, Amp=1.48mag, CVprob=0.98, Bulge"
TIC 407367465.0,9126925003374,271.18935245507095,-26.804550635862867,11.774277,4,2,"P=23.16h, Amp=1.88mag, CVprob=0.98, Bulge"
TIC 1609974578.0,8983577007425,272.2249520274132,-25.32761595695328,15.307672,4,2,"P=11.94h, Amp=1.72mag, CVprob=0.98, Bulge"
TIC 249450898.0,9040929007263,272.894603966864,-25.933682800708617,11.710607,4,2,"P=3.18h, Amp=1.60mag, CVprob=0.98, Bulge"
TIC 1611813641.0,8926246000039,273.35566031052684,-24.77226934490516,15.093131,4,2,"P=9.50h, Amp=1.80mag, CVprob=0.98, Bulge"
TIC 1613114236.0,8946715000535,272.4194544762711,-24.958637634276737,15.901569,4,2,"P=11.94h, Amp=1.62mag, CVprob=0.98, Bulge"
TIC 249344107.0,9053214007688,272.66286274903865,-26.02670718101106,11.475623,4,2,"P=8.01h, Amp=1.60mag, CVprob=0.98, Bulge"
TIC 248589713.0,9180184001659,272.0805399624546,-27.33002265586818,11.525065,4,2,"P=5.02h, Amp=1.40mag, CVprob=0.98, Bulge"
TIC 407809831.0,9298959001094,271.37679997487623,-28.569529166784054,11.79365,4,2,"P=15.90h, Amp=1.75mag, CVprob=0.98, Bulge"
TIC 443979987.0,9192468012132,271.8081759569336,-27.48238273641029,11.649584,4,2,"P=23.23h, Amp=2.05mag, CVprob=0.98, Bulge"
TIC 377461903.0,9053217000940,272.97778456036195,-26.032715534764783,11.738625,4,2,"P=3.18h, Amp=1.80mag, CVprob=0.98, Bulge"
TIC 1609355413.0,9040917000879,271.86144001724705,-25.894997811473456,15.656883,4,2,"P=0.24h, Amp=1.24mag, CVprob=0.98, Bulge"
TIC 165235406.0,8668213010948,274.73255781063824,-22.187227767891457,11.798508,4,2,"P=6.00h, Amp=2.38mag, CVprob=0.98, Bulge"
TIC 244504192.0,8598578046512,274.38957917709695,-21.52976124450268,11.522351,3,2,"P=4.80h, Amp=2.29mag, CVprob=0.98"
TIC 248457791.0,9008149010066,271.8596526865205,-25.58870591923545,12.762386,4,2,"P=0.24h, Amp=1.20mag, CVprob=0.98, Bulge"
TIC 1604218044.0,9266178010956,270.19001403594814,-28.216847608024462,16.117824,4,2,"P=23.09h, Amp=1.49mag, CVprob=0.98, Bulge"
TIC 443744704.0,9184274008695,271.62805171437884,-27.40107059583327,11.520182,4,2,"P=23.39h, Amp=1.77mag, CVprob=0.98, Bulge"
TIC 406313361.0,9270281011089,270.7772962386325,-28.236285330056266,11.606839,4,2,"P=15.90h, Amp=1.86mag, CVprob=0.98, Bulge"
TIC 248586382.0,9151511010559,272.06063543733364,-27.062058704092703,11.5653,4,2,"P=23.09h, Amp=1.93mag, CVprob=0.98, Bulge"
TIC 443980610.0,9200659009696,271.71108068118014,-27.526966696572,11.752203,4,2,"P=23.08h, Amp=1.29mag, CVprob=0.98, Bulge"
TIC 248715193.0,9176088003299,272.1933228746855,-27.282507741348496,11.3391485,4,2,"P=23.08h, Amp=2.24mag, CVprob=0.98, Bulge"
TIC 406564549.0,9241610000444,270.9050243119845,-27.948448409998505,13.29387,4,2,"P=5.99h, Amp=1.65mag, CVprob=0.98, Bulge"
TIC 377247127.0,8872993001806,272.9386407913612,-24.241049224645337,13.130892,4,2,"P=9.50h, Amp=2.04mag, CVprob=0.98, Bulge"
TIC 407097781.0,9303052007938,271.0405994938588,-28.59005080714688,11.540128,4,2,"P=14.82h, Amp=1.92mag, CVprob=0.98, Bulge"
TIC 248885194.0,9159706005650,272.31538635706653,-27.140318981411664,11.687008,4,2,"P=23.08h, Amp=1.83mag, CVprob=0.98, Bulge"
TIC 1606451076.0,9147408000784,271.42106463747257,-26.965441012143145,15.342093,4,2,"P=4.91h, Amp=1.39mag, CVprob=0.98, Bulge"
TIC 406978671.0,9135116011345,271.0968534960643,-26.84081447949602,11.74202,4,2,"P=6.09h, Amp=2.07mag, CVprob=0.98, Bulge"
TIC 243699904.0,8758314031969,273.71366107807813,-23.09326682317669,11.345886,4,2,"P=7.55h, Amp=2.61mag, CVprob=0.98, Bulge"
TIC 408175859.0,9282577007308,271.5213763957485,-28.370073891838533,11.517405,4,2,"P=14.82h, Amp=1.83mag, CVprob=0.98, Bulge"
TIC 443980349.0,9200659003083,271.7193265055431,-27.50718532820276,11.613389,4,2,"P=23.08h, Amp=1.85mag, CVprob=0.98, Bulge"
TIC 248589716.0,9180184000382,272.0843543974965,-27.33018088577566,11.650779,4,2,"P=11.53h, Amp=1.68mag, CVprob=0.98, Bulge"
TIC 443983013.0,9217044000964,271.7799038315205,-27.705939997838588,11.647021,4,2,"P=6.07h, Amp=1.57mag, CVprob=0.98, Bulge"
TIC 406472375.0,9303051002021,270.9911125120859,-28.578253122677587,11.433683,4,2,"P=14.82h, Amp=2.48mag, CVprob=0.98, Bulge"
TIC 196391993.0,9233412006158,270.4224116951414,-27.85381085871659,11.795273,4,2,"P=5.98h, Amp=1.37mag, CVprob=0.98, Bulge"
TIC 249163767.0,9036829001848,272.60891049855525,-25.887372977332124,13.00657,4,2,"P=11.94h, Amp=1.42mag, CVprob=0.98, Bulge"
TIC 195953808.0,9249795006249,270.3126688375233,-28.013977558036142,11.696947,4,2,"P=23.16h, Amp=1.52mag, CVprob=0.98, Bulge"
TIC 1604487938.0,9303056001835,271.3821660598245,-28.59340553017547,14.550558,4,2,"P=0.24h, Amp=1.15mag, CVprob=0.98, Bulge"
TIC 248718189.0,9151512001580,272.13639702881284,-27.04388242742205,11.503066,4,2,"P=8.23h, Amp=1.85mag, CVprob=0.98, Bulge"
TIC 443770081.0,9159698005553,271.654502648321,-27.12351416950595,13.3015995,4,2,"P=4.79h, Amp=1.26mag, CVprob=0.98, Bulge"
TIC 1439328524.0,9307135001669,269.98443439167403,-28.637228263128574,13.63183,4,2,"P=0.24h, Amp=1.42mag, CVprob=0.98, Bulge"
TIC 443744044.0,9192466008161,271.6266234076801,-27.452248710595363,11.853268,4,2,"P=22.35h, Amp=1.29mag, CVprob=0.98, Bulge"
TIC 1605776752.0,9131031005152,271.9976330920546,-26.817280256174527,15.151076,4,2,"P=22.37h, Amp=1.40mag, CVprob=0.98, Bulge"
TIC 248416391.0,9167894007882,271.97496187186425,-27.219086341948,11.673025,4,2,"P=23.08h, Amp=1.41mag, CVprob=0.98, Bulge"
TIC 407370482.0,9110542003489,271.2637102184226,-26.58593582412829,11.764548,4,2,"P=23.16h, Amp=1.72mag, CVprob=0.98, Bulge"
TIC 408176503.0,9286673002822,271.4705756548723,-28.418693671036007,11.77907,4,2,"P=14.82h, Amp=1.64mag, CVprob=0.98, Bulge"
TIC 407273327.0,9298958003243,271.2728423535875,-28.54576629055838,11.617138,4,2,"P=5.27h, Amp=1.72mag, CVprob=0.98, Bulge"
TIC 1608137185.0,9090077010648,272.53923521373554,-26.404741396319007,15.320037,4,2,"P=10.45h, Amp=1.11mag, CVprob=0.98, Bulge"
TIC 1606612000.0,9122838000090,271.9350927948739,-26.732224679994157,14.319668,4,2,"P=4.79h, Amp=1.26mag, CVprob=0.98, Bulge"
TIC 443743542.0,9196563008342,271.67824005669183,-27.490567037571168,11.815689,4,2,"P=23.08h, Amp=1.58mag, CVprob=0.98, Bulge"
TIC 248587607.0,9163799005341,272.0052548972798,-27.161312903770774,11.68649,4,2,"P=11.48h, Amp=1.31mag, CVprob=0.98, Bulge"
TIC 248715207.0,9176088001491,272.16990592203666,-27.28149924296061,11.758735,4,2,"P=23.08h, Amp=1.95mag, CVprob=0.98, Bulge"
TIC 249052893.0,9069596030155,272.4757372416876,-26.19643352949335,11.662437,4,2,"P=5.11h, Amp=1.55mag, CVprob=0.98, Bulge"
TIC 1610021919.0,8954907002154,272.4336477727104,-25.03642669511875,14.51687,4,2,"P=11.94h, Amp=1.73mag, CVprob=0.98, Bulge"
TIC 1613710327.0,8852519025622,273.40913432235857,-23.98842119031479,15.446293,4,2,"P=9.50h, Amp=1.86mag, CVprob=0.98, Bulge"
TIC 166480436.0,8664122000505,275.1137951295844,-22.1285612005354,11.999128,4,2,"P=8.00h, Amp=2.44mag, CVprob=0.98, Bulge"
TIC 407807114.0,9282576010785,271.4311056921061,-28.368767195051564,11.756605,4,2,"P=15.90h, Amp=1.79mag, CVprob=0.98, Bulge"
TIC 195953179.0,9249795009631,270.3308606214399,-28.055500617091287,11.559664,4,2,"P=23.16h, Amp=2.04mag, CVprob=0.98, Bulge"
TIC 1438995604.0,9368572042813,269.6091550755249,-29.274884242141173,11.655987,4,2,"P=5.70h, Amp=1.42mag, CVprob=0.98, Bulge"
TIC 1609977823.0,8979481002630,272.2261602517615,-25.268757727359343,16.087859,4,2,"P=11.94h, Amp=1.81mag, CVprob=0.98, Bulge"
TIC 407098399.0,9307147010012,271.0399972550693,-28.636510886180435,11.631964,4,2,"P=14.82h, Amp=1.53mag, CVprob=0.98, Bulge"
TIC 248756652.0,9036825003500,272.2432420762774,-25.87017877808645,14.084335,4,2,"P=11.94h, Amp=1.61mag, CVprob=0.98, Bulge"
TIC 195952971.0,9253891002638,270.2913216961908,-28.06854742556812,11.236008,4,2,"P=23.31h, Amp=1.89mag, CVprob=0.98, Bulge"
TIC 196394785.0,9253893002616,270.4393834435273,-28.053806648130003,11.210616,4,2,"P=7.96h, Amp=2.04mag, CVprob=0.98, Bulge"
TIC 1603995625.0,9278468010475,270.3628764937277,-28.3479889574178,15.49656,4,2,"P=2.45h, Amp=0.95mag, CVprob=0.98, Bulge"
TIC 378245940.0,8926251010157,273.7687616300709,-24.720712201108075,11.787147,4,2,"P=15.75h, Amp=2.10mag, CVprob=0.98, Bulge"
TIC 443977655.0,9180180010321,271.78796831882835,-27.31191527687785,11.819088,4,2,"P=4.79h, Amp=1.58mag, CVprob=0.98, Bulge"
TIC 248537995.0,8987670007252,272.01706095005625,-25.361212841409248,11.617197,4,2,"P=5.99h, Amp=2.51mag, CVprob=0.98, Bulge"
TIC 195952227.0,9257987008770,270.289003187058,-28.11610274794102,11.609262,4,2,"P=23.70h, Amp=1.73mag, CVprob=0.98, Bulge"
TIC 443744281.0,9188371003083,271.655669860084,-27.433051964194163,11.542307,4,2,"P=23.08h, Amp=1.88mag, CVprob=0.98, Bulge"
TIC 1605637876.0,9167896005308,272.15314764445,-27.22878175390852,11.756064,4,2,"P=11.48h, Amp=2.03mag, CVprob=0.98, Bulge"
TIC 1605836687.0,9221130004927,270.86540340881174,-27.7350201927568,15.218906,4,2,"P=0.24h, Amp=1.48mag, CVprob=0.98, Bulge"
TIC 249634819.0,8959016005062,273.52714342630867,-25.051700813518565,11.393888,4,2,"P=11.94h, Amp=2.67mag, CVprob=0.98, Bulge"
TIC 408068992.0,9192464000074,271.4857118474888,-27.446459851490854,13.459468,4,2,"P=4.79h, Amp=1.25mag, CVprob=0.98, Bulge"
TIC 408176499.0,9286672008074,271.44957893986475,-28.41825370046658,11.856472,4,2,"P=15.90h, Amp=1.38mag, CVprob=0.98, Bulge"
TIC 248585984.0,9151511008065,272.0845657038228,-27.029538730046337,11.548048,4,2,"P=23.09h, Amp=1.69mag, CVprob=0.98, Bulge"
TIC 268102882.0,8897572007907,273.22828723543194,-24.4765804018787,11.738981,4,2,"P=9.10h, Amp=2.18mag, CVprob=0.98, Bulge"
TIC 248717795.0,9155609009977,272.1698529079558,-27.074103647004264,11.537689,4,2,"P=11.53h, Amp=1.81mag, CVprob=0.98, Bulge"
TIC 248714968.0,9176088004060,272.14096849036326,-27.299459331506245,11.84564,4,2,"P=23.08h, Amp=1.84mag, CVprob=0.98, Bulge"
TIC 407369913.0,9110542011787,271.29009059870026,-26.62783000921438,11.548809,4,2,"P=6.09h, Amp=2.01mag, CVprob=0.98, Bulge"
TIC 263926673.0,9434112048218,270.00961263525863,-29.96776401262527,11.831736,4,2,"P=2.30h, Amp=0.42mag, CVprob=0.98, Bulge"
TIC 136154134.0,9376762003325,269.4534154133179,-29.367128883559104,12.00617,4,2,"P=4.18h, Amp=2.71mag, CVprob=0.98, Bulge"
TIC 248420819.0,9135126010165,271.97487797108306,-26.88074544648961,11.793958,4,2,"P=6.07h, Amp=1.91mag, CVprob=0.98, Bulge"
TIC 195953996.0,9245700004328,270.351160317567,-28.00295333491073,11.79593,4,2,"P=23.32h, Amp=1.37mag, CVprob=0.98, Bulge"
TIC 443979480.0,9192467009862,271.7393804612758,-27.446098391826904,11.847282,4,2,"P=23.08h, Amp=1.61mag, CVprob=0.98, Bulge"
TIC 1604285107.0,9245700004672,270.32334528182554,-27.996325335675973,11.634965,4,2,"P=23.16h, Amp=1.74mag, CVprob=0.98, Bulge"
TIC 1611879830.0,8893477000607,273.2506747830868,-24.45434029972756,13.874008,4,2,"P=0.24h, Amp=1.79mag, CVprob=0.98, Bulge"
TIC 268240770.0,8885286001895,273.32399907598653,-24.34327955374888,11.554924,4,2,"P=3.44h, Amp=2.01mag, CVprob=0.98, Bulge"
TIC 408054560.0,9098257001037,271.5054993959141,-26.50436335081536,11.225045,4,2,"P=6.07h, Amp=1.95mag, CVprob=0.98, Bulge"
TIC 1606474087.0,9147409000179,271.5056785521096,-26.95688211622612,14.444044,4,2,"P=4.91h, Amp=1.36mag, CVprob=0.98, Bulge"
TIC 248717795.0,9155609009977,272.1698529079558,-27.074103647004264,11.537689,4,2,"P=23.08h, Amp=1.81mag, CVprob=0.98, Bulge"
TIC 406472841.0,9298954010918,270.95023585214113,-28.560848271898298,11.652481,4,2,"P=14.82h, Amp=1.69mag, CVprob=0.98, Bulge"
TIC 407369435.0,9114638009464,271.255809734827,-26.66150120809252,11.643253,4,2,"P=23.08h, Amp=1.89mag, CVprob=0.98, Bulge"
