target,alt_target,ra,dec,tmag,priority,duration,comments
TIC 1604904087.0,9233421001358,271.1842002188489,-27.86480452148739,13.668265,3,2,"P=5.99h, Amp=0.67mag, CVprob=0.98, Bulge"
TIC 514389807.0,8856611021880,273.15733148153765,-24.05229613189484,16.169918,3,2,"P=24.57h, Amp=0.80mag, CVprob=0.98, Bulge"
TIC 1611837926.0,8909861001599,273.2529878662905,-24.606756817166072,15.394645,3,2,"P=133.88h, Amp=0.46mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 1603942792.0,9307136007267,270.0332443439982,-28.652288243642424,14.881091,3,2,"P=31.22h, Amp=0.58mag, CVprob=0.98, Bulge"
TIC 1606060765.0,9171979010375,270.9779953794397,-27.233830659673927,14.086356,3,2,"P=3.75h, Amp=0.52mag, CVprob=0.98, Bulge"
TIC 1604038721.0,9278472000045,270.69957219606164,-28.317077459607383,13.974519,3,2,"P=0.24h, Amp=0.89mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 249456073.0,9085983000430,272.7843518252746,-26.384871840992773,14.169666,3,2,"P=100.37h, Amp=0.70mag, CVprob=0.98, Bulge"
TIC 244813811.0,8786996020239,274.55942381805073,-23.33675998720076,11.585516,3,2,"P=72.21h, Amp=0.29mag, CVprob=0.98, Bulge"
TIC 1609498332.0,9012250000480,272.310894630117,-25.6147123378016,14.705014,3,2,"P=76.64h, Amp=0.80mag, CVprob=0.98, Bulge"
TIC 1605924437.0,9200647002695,270.64539062340754,-27.517190532749996,14.511394,3,2,"P=24.34h, Amp=0.56mag, CVprob=0.98, Bulge"
TIC 1610074833.0,8950817003977,272.89780586272843,-24.97077947010242,14.966258,3,2,"P=90.91h, Amp=0.89mag, CVprob=0.98, Bulge"
TIC 1604921409.0,9241611002694,271.0073782238608,-27.929889320073293,14.739474,3,2,"P=36.61h, Amp=0.52mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 1609672894.0,8999970003514,272.9949023126128,-25.50164417628672,14.923064,3,2,"P=28.81h, Amp=0.22mag, CVprob=0.98, Bulge"
TIC 1604262972.0,9253893003108,270.46802332410897,-28.09342798215477,16.212792999999998,3,2,"P=34.48h, Amp=0.65mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 249402249.0,8877088007998,272.8113561031156,-24.237632282979284,11.578083,3,2,"P=0.49h, Amp=0.34mag, CVprob=0.98, Bulge"
TIC 1604055601.0,9274378005473,270.9320153479641,-28.304861754708664,15.546193,3,2,"P=46.46h, Amp=0.87mag, CVprob=0.98, Bulge"
TIC 1605596541.0,9163794003532,271.57312616783577,-27.13309909116675,14.334932,3,2,"P=103.83h, Amp=0.17mag, CVprob=0.98, Bulge"
TIC 1610074833.0,8950817003977,272.89780586272843,-24.97077947010242,14.966258,3,2,"P=90.92h, Amp=0.89mag, CVprob=0.98, Bulge"
TIC 1425341917.0,9421817030467,269.4417879223077,-29.79905549686679,15.236589,3,2,"P=31.39h, Amp=0.48mag, CVprob=0.98, Bulge"
TIC 167162666.0,8651836074995,275.35089137798093,-22.02332618461887,11.271028,3,2,"P=29.00h, Amp=0.44mag, CVprob=0.98, Bulge"
TIC 1606580935.0,9131029002124,271.8625184386698,-26.79620488096487,15.594076,3,2,"P=33.37h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 443985063.0,9233428001097,271.77675844896805,-27.863919461312268,13.289753,3,2,"P=22.37h, Amp=0.97mag, CVprob=0.98, Bulge"
TIC 1611837438.0,8913956003004,273.2121463202274,-24.610653915462446,16.313361,3,2,"P=61.10h, Amp=0.46mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 1611632054.0,8926248002393,273.5097099365943,-24.73132066802048,15.457122,3,2,"P=38.83h, Amp=0.37mag, CVprob=0.98, Bulge"
TIC 248541966.0,9016344001242,272.1045176081554,-25.684202992766828,12.909075,3,2,"P=35.25h, Amp=0.12mag, CVprob=0.98, Bulge"
TIC 117716490.0,8840229001851,273.27866068171136,-23.88755887806167,12.363859,3,2,"P=41.00h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 377461988.0,9053217003555,272.9227343874402,-26.0391440596601,11.786701,3,2,"P=0.79h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 406469246.0,9323531000305,270.9795464529563,-28.799746878377903,12.135934,3,2,"P=37.91h, Amp=0.21mag, CVprob=0.98, Bulge"
TIC 1605596541.0,9163794003532,271.57312616783577,-27.13309909116675,14.334932,3,2,"P=103.83h, Amp=0.17mag, CVprob=0.98, Bulge"
TIC 406465118.0,9352203009683,270.93417547916147,-29.0944221012262,15.614648,3,2,"P=28.22h, Amp=0.81mag, CVprob=0.98, Bulge"
TIC 166480800.0,8668218000570,275.1490597782048,-22.163387623689168,12.067478,3,2,"P=60.39h, Amp=0.27mag, CVprob=0.98, Bulge"
TIC 268095906.0,8954917000948,273.27967474912214,-25.039689111905336,13.86105,3,2,"P=3.71h, Amp=0.43mag, CVprob=0.98, Bulge"
TIC 117716490.0,8840229001851,273.27866068171136,-23.88755887806167,12.363859,3,2,"P=41.00h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 1606508738.0,9139215000157,271.3340084638044,-26.91925665598976,15.586271,3,2,"P=5.99h, Amp=0.84mag, CVprob=0.98, Bulge"
TIC 1603235248.0,9393154003400,270.1412864195482,-29.52436514835424,12.829511,3,2,"P=45.24h, Amp=0.72mag, CVprob=0.98, Bulge"
TIC 1604268841.0,9257987000940,270.3198919592971,-28.125039428926968,15.302743,3,2,"P=26.79h, Amp=0.42mag, CVprob=0.98, Bulge"
TIC 1606671961.0,9106451001201,271.66116969205245,-26.547955488596525,15.053548,3,2,"P=35.38h, Amp=0.30mag, CVprob=0.98, Bulge"
TIC 1609672894.0,8999970003514,272.9949023126128,-25.50164417628672,14.923064,3,2,"P=28.81h, Amp=0.22mag, CVprob=0.98, Bulge"
TIC 1606035675.0,9167886002510,271.2948322807284,-27.201133300304026,15.763761,3,2,"P=4.79h, Amp=0.95mag, CVprob=0.98, Bulge"
TIC 1609861634.0,8963109025369,273.2983034148755,-25.13027236943552,14.303452,3,2,"P=29.07h, Amp=0.52mag, CVprob=0.98, Bulge"
TIC 1611793714.0,8938531003436,273.11494151493537,-24.861938365113524,14.797547,3,2,"P=59.92h, Amp=0.58mag, CVprob=0.98, Bulge"
TIC 1609229761.0,9040923001095,272.34959817411163,-25.88534829846574,14.919488,3,2,"P=0.24h, Amp=0.90mag, CVprob=0.98, Bulge"
TIC 407285748.0,9208845000989,271.19288526785243,-27.630485819122445,12.277152,3,2,"P=4.79h, Amp=0.68mag, CVprob=0.98, Bulge"
TIC 248587432.0,9159703009007,272.0608144661668,-27.147054526637486,13.697156,3,2,"P=81.67h, Amp=0.13mag, CVprob=0.98, Bulge"
TIC 244506038.0,8619057006063,274.3726196129589,-21.6940089540031,11.432418,3,2,"P=82.37h, Amp=0.28mag, CVprob=0.98, Bulge"
TIC 1605729227.0,9143319001435,272.0500564557523,-26.94760984212204,16.001398000000002,3,2,"P=6.43h, Amp=0.99mag, CVprob=0.98, Bulge"
TIC 1611717179.0,8926250009227,273.6890864839584,-24.71135004495464,16.070511,3,2,"P=95.67h, Amp=0.90mag, CVprob=0.98, Bulge"
TIC 1605596541.0,9163794003532,271.57312616783577,-27.13309909116675,14.334932,3,2,"P=103.81h, Amp=0.17mag, CVprob=0.98, Bulge"
TIC 1606060765.0,9171979010375,270.9779953794397,-27.233830659673927,14.086356,3,2,"P=3.75h, Amp=0.52mag, CVprob=0.98, Bulge"
TIC 166725811.0,8651835035518,275.2102493444553,-22.002126793281985,11.430342,3,2,"P=143.85h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 406985534.0,9180172000646,271.047464377692,-27.333360503782067,12.723119,3,2,"P=24.55h, Amp=0.15mag, CVprob=0.98, Bulge"
TIC 1609770728.0,8995874017540,273.0367779242627,-25.427617127980685,15.0952835,3,2,"P=65.81h, Amp=0.71mag, CVprob=0.98, Bulge"
TIC 1606775701.0,9118733002534,271.1856509571698,-26.68404192730904,15.520453,3,2,"P=35.81h, Amp=0.45mag, CVprob=0.98, Bulge"
TIC 443931067.0,9118739000826,271.7102293901456,-26.657788421756837,13.67793,3,2,"P=0.24h, Amp=0.91mag, CVprob=0.98, Bulge"
TIC 1606724266.0,9085972003771,271.77150328663976,-26.351431637340934,16.010839,3,2,"P=27.59h, Amp=0.80mag, CVprob=0.98, Bulge"
TIC 1611525340.0,8950824014222,273.5279199561767,-25.0132541018762,14.792163,3,2,"P=39.17h, Amp=0.59mag, CVprob=0.98, Bulge"
TIC 1614043667.0,8786991062640,274.094224338045,-23.3550610845998,15.693981,3,2,"P=46.01h, Amp=0.67mag, CVprob=0.98, Bulge"
TIC 244506348.0,8619056044766,274.2821119273057,-21.72121501633537,11.647522,3,2,"P=27.65h, Amp=0.31mag, CVprob=0.98, Bulge"
TIC 1604962756.0,9225228006304,271.10038030960465,-27.75589627975335,13.892696,3,2,"P=112.70h, Amp=0.53mag, CVprob=0.98, Bulge"
TIC 1611726976.0,8918059000478,273.77950683248656,-24.64611031420178,14.690207,3,2,"P=121.40h, Amp=0.24mag, CVprob=0.98, Bulge"
TIC 1606938512.0,9073681005200,271.5095955381505,-26.25328232340665,14.857092,3,2,"P=75.62h, Amp=0.67mag, CVprob=0.98, Bulge"
TIC 244291999.0,8778801038064,274.2782758840898,-23.26299911817349,10.819525,3,2,"P=33.82h, Amp=0.41mag, CVprob=0.98, Bulge"
TIC 1604281350.0,9249795000692,270.294078516228,-28.058698950683556,15.259909,3,2,"P=54.31h, Amp=0.70mag, CVprob=0.98, Bulge"
TIC 1608102793.0,9110553000270,272.2214823106991,-26.605778316014685,15.455601,3,2,"P=22.37h, Amp=0.90mag, CVprob=0.98, Bulge"
TIC 1606709281.0,9090069006494,271.8550013488418,-26.427863238726346,14.870689,3,2,"P=62.13h, Amp=0.66mag, CVprob=0.98, Bulge"
TIC 1605785756.0,9122840009126,272.09367237862006,-26.75738138360705,15.775088,3,2,"P=4.92h, Amp=0.95mag, CVprob=0.98, Bulge"
TIC 244594741.0,8725554015560,274.42845682746,-22.726962390050907,14.755465,3,2,"P=35.25h, Amp=0.76mag, CVprob=0.98, Bulge"
TIC 405878641.0,9192455001324,270.6759609941091,-27.453033623496392,13.80946,3,2,"P=4.81h, Amp=0.94mag, CVprob=0.98, Bulge"
TIC 249048713.0,9102363000044,272.4236153271225,-26.53577592617597,12.994316,3,2,"P=59.21h, Amp=0.56mag, CVprob=0.98, Bulge"
TIC 1609895407.0,8995868004431,272.5329007264916,-25.460810640387848,14.62196,3,2,"P=0.24h, Amp=0.97mag, CVprob=0.98, Bulge"
TIC 1606735813.0,9135115003230,271.03239880005515,-26.87575587013801,14.453726,3,2,"P=15.27h, Amp=0.64mag, CVprob=0.98, Bulge"
TIC 248544716.0,9040920009033,272.10408633064566,-25.909134157684004,13.736883,3,2,"P=29.15h, Amp=0.27mag, CVprob=0.98, Bulge"
TIC 1606427631.0,9159696012246,271.4473196192897,-27.14557105347153,15.54588,3,2,"P=26.79h, Amp=0.82mag, CVprob=0.98, Bulge"
TIC 248589077.0,9176087009594,272.09633773189034,-27.278130147506197,11.285141,3,2,"P=5.54h, Amp=0.36mag, CVprob=0.98, Bulge"
TIC 1609170746.0,9057310003843,272.6295749255379,-26.068450833885077,15.065947,3,2,"P=39.72h, Amp=1.00mag, CVprob=0.98, Bulge"
TIC 249456073.0,9085983000430,272.7843518252746,-26.384871840992773,14.169666,3,2,"P=100.37h, Amp=0.70mag, CVprob=0.98, Bulge"
TIC 407098767.0,9311245000233,271.1424723382686,-28.664348956810656,11.737079,3,2,"P=26.38h, Amp=0.34mag, CVprob=0.98, Bulge"
TIC 378128307.0,8918058028326,273.68439093034635,-24.682746242240544,11.193571,3,2,"P=24.11h, Amp=0.38mag, CVprob=0.98, Bulge"
TIC 1606110362.0,9155595011040,270.9663072881733,-27.03804013023563,15.879569,3,2,"P=34.52h, Amp=0.75mag, CVprob=0.98, Bulge"
TIC 1609919435.0,8987678000656,272.68689297137524,-25.38467345045929,15.301839,3,2,"P=44.53h, Amp=0.71mag, CVprob=0.98, Bulge"
TIC 249456073.0,9085983000430,272.7843518252746,-26.384871840992773,14.169666,3,2,"P=50.18h, Amp=0.70mag, CVprob=0.98, Bulge"
TIC 244795788.0,8614964011360,274.5383441150371,-21.671063473586106,11.740608,3,2,"P=27.00h, Amp=0.24mag, CVprob=0.98, Bulge"
TIC 249082320.0,8946716000438,272.48678885738457,-24.95798176573461,12.417363,3,2,"P=25.95h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 1439115232.0,9315327013719,269.9765975932272,-28.72259020440246,13.6486635,3,2,"P=92.00h, Amp=0.12mag, CVprob=0.98, Bulge"
TIC 1604780739.0,9233425001723,271.5458265239714,-27.88627093317149,15.3605175,3,2,"P=62.19h, Amp=0.53mag, CVprob=0.98, Bulge"
TIC 1606094818.0,9159693000690,271.1997530518655,-27.08961637779657,14.848907,3,2,"P=32.09h, Amp=0.74mag, CVprob=0.98, Bulge"
TIC 1605997906.0,9184267005518,271.0197520592995,-27.33936158086464,15.596401,3,2,"P=32.95h, Amp=0.90mag, CVprob=0.98, Bulge"
TIC 1609116467.0,9057303006929,271.99200983971787,-26.0613268703156,15.446611,3,2,"P=40.06h, Amp=0.95mag, CVprob=0.98, Bulge"
TIC 1604288464.0,9253894001483,270.52875260319325,-28.0542903075388,14.962561,3,2,"P=0.24h, Amp=0.68mag, CVprob=0.98, Bulge"
TIC 1603235248.0,9393154003400,270.1412864195482,-29.52436514835424,12.829511,3,2,"P=45.24h, Amp=0.72mag, CVprob=0.98, Bulge"
TIC 243974673.0,8815659014087,273.8043813417429,-23.63807305438782,14.716768,3,2,"P=9.76h, Amp=0.56mag, CVprob=0.98, Bulge"
TIC 117716490.0,8840229001851,273.27866068171136,-23.88755887806167,12.363859,3,2,"P=142.76h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 1424951474.0,9466871040642,269.2006735825838,-30.268986990685995,15.363585,3,2,"P=96.72h, Amp=0.82mag, CVprob=0.98, Bulge"
TIC 243944500.0,8746028007854,273.86859904173474,-22.960373124148347,11.343202,3,2,"P=71.63h, Amp=0.26mag, CVprob=0.98, Bulge"
TIC 1611793714.0,8938531003436,273.11494151493537,-24.861938365113524,14.797547,3,2,"P=59.92h, Amp=0.58mag, CVprob=0.98, Bulge"
TIC 137723070.0,9405438000393,269.8642979905258,-29.65762062120633,13.445562,3,2,"P=8.87h, Amp=0.61mag, CVprob=0.98, Bulge"
TIC 195872194.0,9421825042390,270.1044585243423,-29.814111415455432,11.882714,3,2,"P=0.18h, Amp=0.55mag, CVprob=0.98, Bulge"
TIC 1606709692.0,9090069009968,271.8829229140154,-26.403904574511653,14.291428,3,2,"P=31.67h, Amp=0.61mag, CVprob=0.98, Bulge"
TIC 1605653314.0,9155609000005,272.2133809759066,-27.093117269396284,15.331141,3,2,"P=34.21h, Amp=0.87mag, CVprob=0.98, Bulge"
TIC 1612008650.0,8860713000394,273.60682536991163,-24.05469992138361,14.932161,3,2,"P=28.09h, Amp=0.39mag, CVprob=0.98, Bulge"
TIC 1614043667.0,8786991062640,274.094224338045,-23.3550610845998,15.693981,3,2,"P=46.01h, Amp=0.67mag, CVprob=0.98, Bulge"
TIC 1613229663.0,8918043000006,272.3987633147756,-24.679196382171604,15.215832,3,2,"P=52.00h, Amp=0.71mag, CVprob=0.98, Bulge"
TIC 406978671.0,9135116011345,271.0968534960643,-26.84081447949602,11.741001,3,2,"P=35.88h, Amp=0.36mag, CVprob=0.98, Bulge"
TIC 1605747642.0,9135126000354,271.9774874222801,-26.892906683444668,14.691067,3,2,"P=26.45h, Amp=0.54mag, CVprob=0.98, Bulge"
TIC 1608198082.0,9085983003281,272.7514536772652,-26.383634721288704,14.737157,3,2,"P=29.83h, Amp=0.61mag, CVprob=0.98, Bulge"
TIC 1425122854.0,9434106005438,269.4540066438737,-29.9641438671022,14.980152,3,2,"P=49.76h, Amp=0.64mag, CVprob=0.98, Bulge"
TIC 1604042869.0,9282570003591,270.95995368640143,-28.371728796764224,15.600565,3,2,"P=34.35h, Amp=0.67mag, CVprob=0.98, Bulge"
TIC 1424951474.0,9466871040642,269.2006735825838,-30.268986990685995,15.363585,3,2,"P=48.36h, Amp=0.82mag, CVprob=0.98, Bulge"
TIC 1603748830.0,9298958010490,271.2709150342604,-28.54082521557825,15.647248,3,2,"P=24.64h, Amp=0.39mag, CVprob=0.98, Bulge"
TIC 1425114297.0,9438201002294,269.4227869137868,-30.03374748977452,12.542198,3,2,"P=36.97h, Amp=0.13mag, CVprob=0.98, Bulge"
TIC 1605562539.0,9188370003443,271.56236428742216,-27.386008221750167,15.726538,3,2,"P=30.32h, Amp=0.91mag, CVprob=0.98, Bulge"
TIC 1606787298.0,9106447001943,271.34305376119664,-26.556023609877528,14.48707,3,2,"P=23.09h, Amp=0.80mag, CVprob=0.98, Bulge"
TIC 1604077220.0,9266185011304,270.84106991259574,-28.191629749409547,14.584704,3,2,"P=95.20h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 1608128878.0,9098269002510,272.5061859818712,-26.485582690934905,15.541675,3,2,"P=44.72h, Amp=0.45mag, CVprob=0.98, Bulge"
TIC 118625103.0,8750120004292,273.5509214415493,-23.00569879719756,11.928183,3,2,"P=59.50h, Amp=0.28mag, CVprob=0.98, Bulge"
TIC 196494066.0,9413638037576,270.553029357866,-29.75168352108758,11.724889,3,2,"P=58.69h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 378246692.0,8930346003025,273.74167368186363,-24.781794994917444,12.696405,3,2,"P=62.20h, Amp=0.37mag, CVprob=0.98, Bulge"
TIC 117728990.0,8741927009252,273.46245542180026,-22.93386054159993,11.81024,3,2,"P=54.84h, Amp=0.28mag, CVprob=0.98, Bulge"
TIC 260577636.0,9470968019806,269.3552921775777,-30.32141197284005,13.61131,3,2,"P=36.70h, Amp=0.39mag, CVprob=0.98, Bulge"
TIC 1611899418.0,8905768007031,273.58932287569144,-24.54222936255861,14.471137,3,2,"P=24.64h, Amp=0.32mag, CVprob=0.98, Bulge"
TIC 118623368.0,8737833000446,273.6199782207099,-22.86108413269075,11.973787,3,2,"P=65.07h, Amp=0.24mag, CVprob=0.98, Bulge"
TIC 1604600354.0,9274380000763,271.09225104444226,-28.25945366697348,14.183861,3,2,"P=66.00h, Amp=0.44mag, CVprob=0.98, Bulge"
TIC 406571579.0,9192458000196,270.9472271799028,-27.45146714770196,13.39087,3,2,"P=4.79h, Amp=0.62mag, CVprob=0.98, Bulge"
TIC 1611896563.0,8885284000969,273.16329259709903,-24.31151073694361,14.885032,3,2,"P=78.90h, Amp=0.57mag, CVprob=0.98, Bulge"
TIC 1605709652.0,9135130008274,272.3088044074192,-26.87059066526133,14.760727,3,2,"P=39.92h, Amp=0.79mag, CVprob=0.98, Bulge"
TIC 1613107117.0,8954905010923,272.26809221962515,-25.03945879940669,15.646208,3,2,"P=51.45h, Amp=0.75mag, CVprob=0.98, Bulge"
TIC 244589356.0,8774707005449,274.4923248714489,-23.23079476756522,12.088959,3,2,"P=38.22h, Amp=0.21mag, CVprob=0.98, Bulge"
TIC 249082320.0,8946716000438,272.48678885738457,-24.95798176573461,12.417363,3,2,"P=25.95h, Amp=0.33mag, CVprob=0.98, Bulge"
TIC 1605562539.0,9188370003443,271.56236428742216,-27.386008221750167,15.726538,3,2,"P=30.32h, Amp=0.91mag, CVprob=0.98, Bulge"
TIC 1610124316.0,8930337000572,272.94238309397053,-24.78140669175441,15.453957,3,2,"P=49.41h, Amp=0.49mag, CVprob=0.98, Bulge"
TIC 1603349766.0,9380865003862,270.1255797057689,-29.36366586840024,12.151751,3,2,"P=67.66h, Amp=0.21mag, CVprob=0.98, Bulge"
TIC 1605602723.0,9167891001445,271.6910333284558,-27.198083359537318,14.892853,3,2,"P=86.69h, Amp=0.47mag, CVprob=0.98, Bulge"
TIC 268246226.0,8930342030668,273.40466510868777,-24.779287331251734,11.343492,3,2,"P=121.32h, Amp=0.41mag, CVprob=0.98, Bulge"
TIC 1605747642.0,9135126000354,271.9774874222801,-26.892906683444668,14.691067,3,2,"P=25.13h, Amp=0.54mag, CVprob=0.98, Bulge"
TIC 407810302.0,9307151008490,271.3648272004553,-28.60509924017003,11.543076,3,2,"P=49.20h, Amp=0.38mag, CVprob=0.98, Bulge"
TIC 244505852.0,8619057107202,274.3380410323247,-21.67891469812544,10.9062605,3,2,"P=37.80h, Amp=0.48mag, CVprob=0.98, Bulge"
TIC 1603225821.0,9401346006872,270.16036609297265,-29.63476129634376,14.766484,3,2,"P=49.34h, Amp=0.71mag, CVprob=0.98, Bulge"
TIC 1604618460.0,9266191003532,271.353250859602,-28.218673154812315,14.501974,3,2,"P=1.35h, Amp=0.97mag, CVprob=0.98, Bulge"
TIC 443933898.0,9135124001348,271.7917079301602,-26.860899457667013,13.395539,3,2,"P=54.02h, Amp=0.36mag, CVprob=0.98, Bulge"
TIC 249456073.0,9085983000430,272.7843518252746,-26.384871840992773,14.169666,3,2,"P=50.18h, Amp=0.70mag, CVprob=0.98, Bulge"
TIC 244588846.0,8778803108903,274.4915722367525,-23.276903843667814,11.1777,3,2,"P=41.44h, Amp=0.39mag, CVprob=0.98, Bulge"
TIC 195221724.0,9380864001855,270.0204412627256,-29.38560826973363,11.69105,3,2,"P=4.28h, Amp=0.28mag, CVprob=0.98, Bulge"
TIC 406472201.0,9303052005251,271.0133766657112,-28.589628749188662,11.888966,3,2,"P=0.53h, Amp=0.34mag, CVprob=0.98, Bulge"
TIC 1605147092.0,9184271001606,271.3743053091738,-27.349209378697225,15.025402,3,2,"P=38.14h, Amp=0.51mag, CVprob=0.98, Bulge"
TIC 1606668839.0,9110546001798,271.5898480746056,-26.602714300223788,15.529182,3,2,"P=32.82h, Amp=0.88mag, CVprob=0.98, Bulge"
TIC 1589138531.0,9434113008045,270.1020147551193,-29.937606529238536,13.764132,3,2,"P=41.50h, Amp=0.24mag, CVprob=0.98, Bulge"
TIC 165232293.0,8680501056503,274.6673519949824,-22.3224102766072,11.55795,3,2,"P=71.60h, Amp=0.29mag, CVprob=0.98, Bulge"
TIC 443933898.0,9135124001348,271.7917079301602,-26.860899457667013,13.395539,3,2,"P=54.02h, Amp=0.36mag, CVprob=0.98, Bulge"
TIC 244265292.0,8795183018301,274.1143885005086,-23.46406842456482,12.152534,3,2,"P=93.35h, Amp=0.19mag, CVprob=0.98, Bulge"
TIC 262800966.0,9446398016284,269.8508893996847,-30.098188306029737,14.0671,3,2,"P=36.00h, Amp=0.46mag, CVprob=0.98, Bulge"
TIC 248839539.0,8987674001339,272.33386487864163,-25.34514860474189,13.958509,3,2,"P=58.59h, Amp=0.27mag, CVprob=0.98, Bulge"
TIC 1438849227.0,9401341005639,269.72262916936074,-29.6054062508058,15.251339,3,2,"P=59.14h, Amp=0.77mag, CVprob=0.98, Bulge"
TIC 1605653314.0,9155609000005,272.2133809759066,-27.093117269396284,15.331141,3,2,"P=68.42h, Amp=0.87mag, CVprob=0.98, Bulge"
TIC 1630355473.0,8733741012847,273.9949074091739,-22.86727098713978,15.469595,3,2,"P=30.76h, Amp=0.66mag, CVprob=0.98, Bulge"
TIC 407366360.0,9135118004096,271.26278559595033,-26.884591226972944,14.42943,3,2,"P=51.29h, Amp=0.20mag, CVprob=0.98, Bulge"
TIC 1626794184.0,8782900017455,274.59720224516377,-23.333321237267317,12.056858,3,2,"P=147.61h, Amp=0.27mag, CVprob=0.98, Bulge"
TIC 244592831.0,8741939012028,274.51877106921705,-22.904606115432166,12.097155,3,2,"P=147.59h, Amp=0.17mag, CVprob=0.98, Bulge"
TIC 244310756.0,8602672000024,274.2557288279219,-21.570870082052,11.805564,3,2,"P=24.99h, Amp=0.29mag, CVprob=0.98, Bulge"
TIC 1608008894.0,9131036001270,272.4383674478778,-26.828697616729173,15.328118,3,2,"P=34.42h, Amp=0.87mag, CVprob=0.98, Bulge"
TIC 1631093275.0,8627253091217,274.71842842737254,-21.78835972710877,15.678322,3,2,"P=56.13h, Amp=0.58mag, CVprob=0.98, Bulge"
TIC 1604780739.0,9233425001723,271.5458265239714,-27.88627093317149,15.3605175,3,2,"P=31.09h, Amp=0.53mag, CVprob=0.98, Bulge"
TIC 261610185.0,9438201008165,269.4136686780094,-29.98209824775757,13.5114155,3,2,"P=27.68h, Amp=0.19mag, CVprob=0.98, Bulge"
TIC 378243300.0,8901675001005,273.7394892230118,-24.504371388151934,11.175898,3,2,"P=6.15h, Amp=0.34mag, CVprob=0.98, Bulge"
TIC 249049066.0,9098268009829,272.4794957438814,-26.507392660733085,13.7567425,3,2,"P=11.94h, Amp=0.64mag, CVprob=0.98, Bulge"
TIC 1603987902.0,9286660007239,270.3455606848614,-28.43350244411647,15.627674,3,2,"P=107.85h, Amp=0.53mag, CVprob=0.98, Bulge"
